id,timestamp,merchant,category,amount,currency,status,payment_method
TXN2025001074,1780201796000,BSES,Utilities,964.0,INR,SUCCESS,Debit Card
TXN2025001075,2026-03-16T02:25:57Z,Spotify,Entertainment,1070.77,INR,SUCCESS,Debit Card
TXN2025001076,2025-08-13T14:41:01Z,Tata Power,Utilities,1808.0,INR,SUCCESS,Netbanking
TXN2025001077,1763005793000,Tata Power,Utilities,2991.0,INR,SUCCESS,Credit Card
TXN2025001078,2026-05-06T04:49:14Z,Indian Oil,Fuel,911.73,INR,SUCCESS,Debit Card
TXN2025001079,2026-01-23T21:32:54+05:30,BPCL,Fuel,3097.81,INR,PENDING,Netbanking
TXN2025001080,2026-01-29T13:45:18Z,PharmEasy,Health,2982.08,INR,SUCCESS,Netbanking
TXN2025001081,1774596984000,BookMyShow,Entertainment,304.0,INR,SUCCESS,Netbanking
TXN2025001082,2026-03-27T08:17:23Z,Jio,Utilities,2071.0,INR,PENDING,Credit Card
TXN2025001083,2026-04-03T11:28:16+05:30,Coursera,Education,37158.35,INR,SUCCESS,Netbanking
TXN2025001084,2026-02-01T08:17:32Z,Myntra,Shopping,10801.68,INR,FAILED,Netbanking
TXN2025001085,2026-02-18T02:40:47Z,Uber,Travel,2910.71,INR,SUCCESS,Netbanking
TXN2025001086,2025-08-04T22:19:43Z,DMart,Groceries,3117.48,INR,SUCCESS,Credit Card
TXN2025001087,2025-07-01,PharmEasy,Health,6337.3,INR,SUCCESS,Credit Card
TXN2025001088,1764393846000,Coursera,Education,9056.84,INR,SUCCESS,Netbanking
TXN2025001089,2025-10-25T09:44:08+05:30,Ola,Travel,2009.82,INR,SUCCESS,Debit Card
TXN2025001090,2025-08-04T16:13:08+05:30,Jio,Utilities,2568.71,INR,SUCCESS,UPI
TXN2025001091,2025-08-19T07:24:18Z,Practo,Health,6906.99,INR,SUCCESS,UPI
TXN2025001092,01/07/2025 07:51:36,Spotify,Entertainment,2267.43,INR,SUCCESS,Debit Card
TXN2025001093,2025-09-30T08:36:23+05:30,Myntra,Shopping,15551.02,INR,SUCCESS,Netbanking
TXN2025001094,2025-11-26T04:26:38+05:30,Cult.fit,Health,2329.17,INR,SUCCESS,Credit Card
TXN2025001095,2026-02-01T11:24:15Z,Coursera,Education,10363.0,INR,SUCCESS,Debit Card
TXN2025001096,2026-03-17T23:58:06Z,YouTube Premium,Entertainment,-511.68,INR,SUCCESS,Credit Card
TXN2025001097,2026-04-07T03:22:08+05:30,Swiggy,Food & Dining,175.0,INR,SUCCESS,Netbanking
TXN2025001098,2025-12-09T12:03:13+05:30,Ajio,Shopping,1844.31,INR,SUCCESS,Netbanking
TXN2025001099,2026-01-31T09:28:45+05:30,Practo,Health,1381.61,INR,SUCCESS,Netbanking
TXN2025001100,2025-07-03T21:15:09+05:30,Netflix,Entertainment,-679.72,INR,SUCCESS,Netbanking
TXN2025001101,2025-12-07T13:17:09+05:30,LIC Premium,Insurance,10614.87,INR,SUCCESS,Debit Card
TXN2025001102,2026-03-31T12:28:53Z,Domino's,Food & Dining,883.02,INR,SUCCESS,UPI
TXN2025001103,2025-08-25,PharmEasy,Health,3448.5,INR,SUCCESS,Debit Card
TXN2025001104,2026-02-22T16:46:12Z,Tata Power,Utilities,1905.93,INR,SUCCESS,Credit Card
TXN2025001105,2026-03-17T11:23:43Z,BSES,Utilities,2281.19,INR,SUCCESS,Debit Card
TXN2025001106,2026-04-29T02:53:55Z,Practo,Health,511.0,INR,FAILED,Netbanking
TXN2025001107,2026-04-11T18:08:50Z,Tata Power,Utilities,1891.79,INR,SUCCESS,Netbanking
TXN2025001108,2025-10-21T02:07:05Z,Netflix,Entertainment,2407.33,INR,SUCCESS,UPI
TXN2025001109,2026-04-09T07:52:02+05:30,upGrad,Education,50834.61,INR,SUCCESS,Debit Card
TXN2025001110,2026-02-08T05:56:31Z,Starbucks,Food & Dining,610.85,INR,SUCCESS,Debit Card
TXN2025001111,2025-08-01T19:33:01Z,HDFC Ergo,Insurance,25536.0,INR,SUCCESS,UPI
TXN2025001112,2025-10-15T15:42:33Z,BigBasket,Groceries,1736.69,INR,SUCCESS,UPI
TXN2025001113,2026-02-15,HDFC Ergo,Insurance,5794.0,INR,SUCCESS,Credit Card
TXN2025001114,10/10/2025 11:03:02,Coursera,Education,25118.72,INR,FAILED,Credit Card
TXN2025001115,2025-07-13T14:55:33Z,ACT Fibernet,Utilities,796.67,INR,SUCCESS,UPI
TXN2025001116,2026-05-22T07:07:49+05:30,Nykaa,Shopping,10861.35,INR,SUCCESS,Netbanking
TXN2025001117,2026-03-05T09:07:35Z,BookMyShow,Entertainment,708.41,INR,SUCCESS,Credit Card
TXN2025001118,2026-03-07T04:48:26Z,Apollo Pharmacy,Health,5180.0,INR,SUCCESS,UPI
TXN2025001119,2025-10-26T00:56:42+05:30,Starbucks,Food & Dining,250.73,INR,PENDING,Credit Card
TXN2025001120,2025-10-10T18:20:37Z,BookMyShow,Entertainment,1755.93,INR,FAILED,Netbanking
TXN2025001121,26/11/2025 08:32:10,Swiggy,Food & Dining,345.26,INR,FAILED,Debit Card
TXN2025001122,2026-06-22T09:41:49+05:30,HP Petrol,Fuel,3231.0,INR,SUCCESS,Debit Card
TXN2025001123,2025-10-14T15:13:42Z,Jio,Utilities,2214.6,INR,SUCCESS,Debit Card
TXN2025001124,2026-02-12T15:25:21Z,BigBasket,Groceries,4873.0,INR,SUCCESS,Netbanking
TXN2025001125,2026-02-14,Unacademy,Education,41450.66,INR,PENDING,Credit Card
TXN2025001126,2025-09-08T15:26:41Z,HP Petrol,Fuel,1849.63,INR,SUCCESS,UPI
TXN2025001127,2025-12-07T11:36:58Z,Unacademy,Education,-1456.0,INR,SUCCESS,UPI
TXN2025001128,2025-10-18T19:01:10Z,Unacademy,Education,25080.0,INR,SUCCESS,Credit Card
TXN2025001129,1782799217000,Domino's,Food & Dining,138.0,INR,FAILED,Credit Card
TXN2025001130,2025-08-16T08:46:03Z,1mg,,4520.87,INR,SUCCESS,Credit Card
TXN2025001131,2026-02-05T14:38:37Z,BookMyShow,Entertainment,1692.18,INR,SUCCESS,UPI
TXN2025001132,2026-03-14T06:35:58Z,upGrad,Education,10949.0,INR,SUCCESS,Netbanking
TXN2025001133,2026-03-17,BigBasket,Groceries,4685.35,INR,SUCCESS,Debit Card
TXN2025001134,2026-04-28T13:39:08Z,Rapido,Travel,1625.0,INR,SUCCESS,Netbanking
TXN2025001135,2026-07-06T21:23:26Z,BookMyShow,Entertainment,931.0,INR,SUCCESS,Credit Card
TXN2025001136,1758041538000,Airtel,Utilities,429.01,INR,SUCCESS,Netbanking
TXN2025001137,2026-01-26,Uber,Travel,5880.0,INR,FAILED,Netbanking
TXN2025001138,19/12/2025 11:50:23,IRCTC,Travel,5602.0,INR,SUCCESS,Debit Card
TXN2025001139,2026-04-09T07:42:44Z,Flipkart,Shopping,965.0,INR,SUCCESS,Netbanking
TXN2025001140,2026-03-06T10:51:26Z,Zomato,Food & Dining,819.0,INR,SUCCESS,UPI
TXN2025001141,2025-11-05T20:44:47Z,Coursera,Education,22085.0,INR,SUCCESS,UPI
TXN2025001142,2026-01-02T16:34:56+05:30,Indian Oil,Fuel,3330.42,INR,PENDING,Netbanking
TXN2025001143,2026-01-26T12:51:52Z,LIC Premium,Insurance,31566.08,INR,SUCCESS,UPI
TXN2025001144,2026-01-03T23:41:02Z,BookMyShow,Entertainment,2392.22,INR,SUCCESS,Debit Card
TXN2025001145,1772523745000,JioMart,Groceries,4186.46,INR,SUCCESS,UPI
TXN2025001146,2025-08-01T05:54:41+05:30,Spotify,Entertainment,1405.91,INR,SUCCESS,Debit Card
TXN2025001147,2026-07-11T12:22:27Z,Udemy,Education,11967.71,INR,SUCCESS,Credit Card
TXN2025001148,02/03/2026 21:46:37,Zepto,,4266.53,INR,SUCCESS,Debit Card
TXN2025001149,2026-04-12T08:13:05Z,ACT Fibernet,Utilities,480.05,INR,SUCCESS,Credit Card
TXN2025001150,2026-02-16T01:09:07Z,Domino's,Food & Dining,270.61,INR,SUCCESS,Netbanking
TXN2025001151,2025-10-28T12:15:34+05:30,BookMyShow,,297.1,INR,SUCCESS,Netbanking
TXN2025001152,02/05/2026 22:37:41,Zomato,Food & Dining,148.0,INR,SUCCESS,UPI
TXN2025001153,2026-03-17T03:50:23+05:30,Hotstar,Entertainment,426.86,INR,SUCCESS,Netbanking
TXN2025001154,2026-04-14T19:06:02+05:30,Unacademy,Education,47990.67,INR,FAILED,Credit Card
TXN2025001155,2026-03-11T16:39:05Z,McDonald's,Food & Dining,148.0,INR,SUCCESS,Netbanking
TXN2025001156,2025-08-20T11:11:59Z,Practo,Health,463.74,INR,SUCCESS,Credit Card
TXN2025001157,2026-05-05T00:17:35Z,Cult.fit,Health,492.0,INR,SUCCESS,Netbanking
TXN2025001158,2026-05-14T08:57:00Z,Practo,Health,1319.22,INR,SUCCESS,UPI
TXN2025001159,2025-07-25T06:43:43Z,ACT Fibernet,Utilities,2163.43,INR,SUCCESS,Netbanking
TXN2025001160,2026-03-21T05:37:34Z,JioMart,Groceries,4925.67,INR,SUCCESS,Debit Card
TXN2025001161,2025-08-23T02:30:10Z,Myntra,Shopping,17573.81,INR,SUCCESS,Credit Card
TXN2025001162,2025-07-25T07:46:14Z,Policybazaar,Insurance,3255.0,INR,SUCCESS,Debit Card
TXN2025001163,2025-11-21T15:58:21+05:30,Nykaa,Shopping,13720.0,INR,FAILED,Credit Card
TXN2025001164,2025-08-21T13:36:24Z,Airtel,Utilities,1004.03,INR,SUCCESS,Netbanking
TXN2025001165,2025-07-03T05:40:56Z,Croma,Shopping,625.88,INR,SUCCESS,Credit Card
TXN2025001166,2025-10-18T23:04:10Z,Amazon,Shopping,12823.98,INR,SUCCESS,Netbanking
TXN2025001167,2025-10-14T05:26:04+05:30,upGrad,Education,7851.0,INR,SUCCESS,Netbanking
TXN2025001168,2026-03-26T09:21:53Z,YouTube Premium,Entertainment,711.0,INR,SUCCESS,Credit Card
TXN2025001169,2026-03-01T08:20:59Z,BYJU'S,Education,27993.43,INR,SUCCESS,Debit Card
TXN2025001170,2025-08-15T15:15:08+05:30,YouTube Premium,Entertainment,159.0,INR,SUCCESS,UPI
TXN2025001171,2026-01-26T14:34:52+05:30,Practo,Health,2629.02,INR,SUCCESS,Credit Card
TXN2025001172,2025-10-16T02:58:57Z,Tata Power,Utilities,2742.09,INR,SUCCESS,Credit Card
TXN2025001173,2026-07-12T03:45:44+05:30,Myntra,Shopping,14410.22,INR,SUCCESS,Netbanking
TXN2025001174,1753121065000,Uber,Travel,1605.88,INR,SUCCESS,Debit Card
TXN2025001175,2026-02-25,Blinkit,Groceries,1494.0,INR,SUCCESS,Netbanking
TXN2025001176,2026-01-25T11:03:51Z,Domino's,Food & Dining,201.0,INR,SUCCESS,Credit Card
TXN2025001177,2026-06-13T09:14:33Z,Zomato,Food & Dining,498.00,INR,SUCCESS,Netbanking
TXN2025001178,17/04/2026 03:21:11,PharmEasy,Health,4121.37,INR,SUCCESS,Debit Card
TXN2025001179,2025-08-07T20:31:26Z,MakeMyTrip,Travel,7054.0,INR,SUCCESS,Netbanking
TXN2025001180,2025-12-30T21:56:50+05:30,Ola,Travel,3504.0,INR,SUCCESS,Netbanking
TXN2025001181,1782442925000,Starbucks,Food & Dining,814.0,INR,SUCCESS,Netbanking
TXN2025001182,2026-04-06T07:43:12Z,Uber,Travel,3608.0,INR,SUCCESS,Debit Card
TXN2025001183,2026-03-26T19:52:11+05:30,BigBasket,Groceries,1452.0,INR,SUCCESS,UPI
TXN2025001184,2025-12-25T20:45:55Z,BigBasket,Groceries,1078.06,INR,SUCCESS,Credit Card
TXN2025001185,2026-02-20T04:47:42Z,Policybazaar,Insurance,14727.68,INR,SUCCESS,Credit Card
TXN2025001186,2025-08-03T08:29:57Z,Apollo Pharmacy,Health,6795.43,INR,SUCCESS,Netbanking
TXN2025001187,2025-10-17T04:33:40Z,IRCTC,Travel,5405.91,INR,SUCCESS,Netbanking
TXN2025001188,2025-12-16T15:29:29+05:30,HDFC Ergo,Insurance,35095.0,INR,SUCCESS,Credit Card
TXN2025001189,2026-06-14T14:48:48Z,PharmEasy,Health,6631.83,INR,SUCCESS,Netbanking
TXN2025001190,2026-04-25T11:55:50+05:30,Domino's,Food & Dining,151.25,INR,SUCCESS,UPI
TXN2025001191,06/05/2026 22:03:44,Jio,Utilities,1952.7,INR,FAILED,UPI
TXN2025001192,2026-04-19T05:42:07Z,Airtel,Utilities,1834.0,INR,SUCCESS,Netbanking
TXN2025001193,2026-03-09T06:56:38Z,IRCTC,Travel,-1367.0,INR,SUCCESS,UPI
TXN2025001194,2025-12-26T08:49:34+05:30,BSES,Utilities,2407.0,INR,SUCCESS,UPI
TXN2025001195,2026-03-30T20:11:31Z,Tata Power,Utilities,1730.0,INR,SUCCESS,Credit Card
TXN2025001196,1751353956000,Spotify,Entertainment,1622.63,INR,FAILED,UPI
TXN2025001197,2025-07-13T11:25:05Z,BookMyShow,Entertainment,2249.0,INR,SUCCESS,Netbanking
TXN2025001198,2026-01-27T15:51:41+05:30,Policybazaar,Insurance,11886.89,INR,SUCCESS,Credit Card
TXN2025001199,2026-04-12T12:17:15Z,Unacademy,Education,5370.87,INR,SUCCESS,Debit Card
TXN2025001200,2026-02-26T05:14:31Z,Starbucks,Food & Dining,206.55,INR,SUCCESS,Debit Card
TXN2025001201,2025-07-27T00:32:25+05:30,Spotify,Entertainment,561.05,INR,SUCCESS,Credit Card
TXN2025001202,1755118563000,Ajio,Shopping,17669.0,INR,SUCCESS,Netbanking
TXN2025001203,08/07/2026 11:29:40,HDFC Ergo,Insurance,37657.2,INR,PENDING,Credit Card
TXN2025001204,2025-11-14T18:00:39Z,Policybazaar,Insurance,30183.0,INR,SUCCESS,Netbanking
TXN2025001205,2025-12-23T16:46:22+05:30,BigBasket,Groceries,610.42,INR,SUCCESS,UPI
TXN2025001206,2026-01-23T17:04:22Z,BSES,Utilities,2542.42,INR,SUCCESS,Netbanking
TXN2025001207,2026-03-26T23:48:26Z,Practo,Health,2671.8,INR,SUCCESS,Credit Card
TXN2025001208,2025-09-08T05:08:49Z,Tata Power,Utilities,488.12,INR,SUCCESS,UPI
TXN2025001209,2025-08-27T11:01:53+05:30,Flipkart,Shopping,3258.0,INR,SUCCESS,Credit Card
TXN2025001210,2025-10-22T15:02:14Z,IRCTC,Travel,4782.05,INR,SUCCESS,Credit Card
TXN2025001211,2026-03-08T03:23:40Z,BSES,Utilities,1344.11,INR,SUCCESS,Debit Card
TXN2025001212,2025-09-29T05:27:16+05:30,Ola,Travel,753.96,INR,SUCCESS,Debit Card
TXN2025001213,2026-05-02T08:14:04Z,YouTube Premium,Entertainment,1509.53,INR,FAILED,Netbanking
TXN2025001214,2026-01-30T00:05:56+05:30,PharmEasy,Health,4711.11,INR,SUCCESS,Netbanking
TXN2025001215,2025-10-27T19:14:25Z,Zepto,Groceries,3533.33,INR,SUCCESS,Debit Card
TXN2025001216,2026-04-25T17:05:15Z,MakeMyTrip,Travel,4461.34,INR,SUCCESS,Credit Card
TXN2025001217,2026-02-26T00:33:05Z,Netflix,Entertainment,817.58,INR,SUCCESS,Debit Card
TXN2025001218,27/03/2026 01:54:59,Uber,Travel,8764.21,INR,SUCCESS,Credit Card
TXN2025001219,2025-10-31T23:10:00+05:30,Croma,Shopping,4549.0,INR,SUCCESS,Credit Card
TXN2025001220,04/02/2026 10:45:39,Airtel,Utilities,1059.0,INR,FAILED,UPI
TXN2025001221,2025-11-22T19:49:08+05:30,Coursera,Education,18114.0,INR,SUCCESS,Credit Card
TXN2025001222,2025-12-05T02:47:39+05:30,Shell,Fuel,1706.24,INR,SUCCESS,Credit Card
TXN2025001223,2026-07-12,Tata Power,Utilities,3261.0,INR,SUCCESS,Debit Card
TXN2025001224,2025-10-21,Udemy,Education,39094.08,INR,SUCCESS,Credit Card
TXN2025001225,09/11/2025 12:46:03,Apollo Pharmacy,Health,5140.52,INR,SUCCESS,UPI
TXN2025001226,2026-03-21T07:29:44+05:30,LIC Premium,Insurance,19940.0,INR,SUCCESS,UPI
TXN2025001227,2025-09-24T13:56:55+05:30,Zepto,Groceries,441.33,INR,SUCCESS,Debit Card
TXN2025001228,2025-09-14T18:55:38+05:30,Amazon,Shopping,6110.37,INR,SUCCESS,Credit Card
TXN2025001229,2026-05-26T21:27:38+05:30,BigBasket,Groceries,1415.0,INR,SUCCESS,UPI
TXN2025004051,1771547289000,Indian Oil,Fuel,2077.69,INR,SUCCESS,UPI
TXN2025001231,2026-05-28T08:31:50Z,Coursera,Education,20496.0,INR,SUCCESS,Debit Card
TXN2025001232,2025-11-14T05:21:58Z,BookMyShow,Entertainment,1025.0,INR,SUCCESS,Netbanking
TXN2025001233,2025-12-20,BPCL,Fuel,850.39,INR,SUCCESS,Netbanking
TXN2025001234,2026-07-12T14:55:01Z,Airtel,Utilities,1152.49,INR,SUCCESS,Netbanking
TXN2025001235,2025-08-25T13:18:54Z,Ajio,Shopping,15096.78,INR,SUCCESS,Debit Card
TXN2025001236,2025-11-08T00:48:38Z,BSES,Utilities,-3461.66,INR,SUCCESS,Netbanking
TXN2025001237,2025-10-14T22:06:34Z,Amazon,Shopping,466.82,INR,PENDING,Credit Card
TXN2025001238,2026-06-21T01:43:34Z,BPCL,,2348.48,INR,SUCCESS,Credit Card
TXN2025001239,2026-01-07T07:05:21Z,Uber,Travel,7524.0,INR,SUCCESS,Debit Card
TXN2025001240,2025-12-27T18:11:03Z,PharmEasy,Health,2231.81,INR,SUCCESS,UPI
TXN2025001241,1772801666000,Swiggy,Food & Dining,240.0,INR,SUCCESS,Netbanking
TXN2025001242,2025-12-09T18:40:58Z,Myntra,Shopping,11889.8,INR,FAILED,Netbanking
TXN2025001243,2026-04-23T18:11:30Z,upGrad,Education,35818.0,INR,SUCCESS,Netbanking
TXN2025001244,2026-01-03T14:27:11+05:30,McDonald's,Food & Dining,587.14,INR,FAILED,Netbanking
TXN2025001245,2026-03-27T09:19:59Z,Rapido,Travel,5726.37,INR,SUCCESS,Debit Card
TXN2025001246,2025-10-09T13:33:42Z,Indian Oil,Fuel,3431.0,INR,SUCCESS,UPI
TXN2025001247,2025-08-22T09:25:38Z,Nykaa,Shopping,5992.37,INR,SUCCESS,Credit Card
TXN2025001248,2026-06-19T23:55:52Z,Starbucks,,332.68,INR,SUCCESS,UPI
TXN2025001249,2025-07-30T20:04:35+05:30,Blinkit,Groceries,1962.49,INR,SUCCESS,Credit Card
TXN2025001250,2026-04-19T01:30:22Z,Cult.fit,Health,1405.0,INR,SUCCESS,Debit Card
TXN2025001251,2025-10-25T16:41:50Z,DMart,Groceries,5012.89,INR,SUCCESS,Debit Card
TXN2025001252,2025-08-25T14:02:39Z,Flipkart,Shopping,9782.52,INR,SUCCESS,Credit Card
TXN2025001253,2025-12-07T18:34:01Z,HP Petrol,Fuel,1625.67,INR,SUCCESS,Credit Card
TXN2025001254,2026-05-19T17:19:38Z,Flipkart,Shopping,4195.52,INR,SUCCESS,UPI
TXN2025001255,2026-05-14T18:41:10Z,YouTube Premium,Entertainment,1231.0,INR,SUCCESS,UPI
TXN2025001256,2025-08-23T23:42:15+05:30,BSES,Utilities,1349.09,INR,SUCCESS,Debit Card
TXN2025001257,2026-05-13T02:52:51Z,Uber,Travel,6447.0,INR,SUCCESS,Credit Card
TXN2025001258,2025-09-26T18:19:36Z,Ajio,Shopping,15472.0,INR,SUCCESS,Credit Card
TXN2025001259,2026-03-26,IRCTC,Travel,1345.0,INR,SUCCESS,UPI
TXN2025001260,2025-12-15T06:01:04Z,McDonald's,Food & Dining,134.67,INR,PENDING,Credit Card
TXN2025001261,2026-02-16T03:18:09Z,Flipkart,Shopping,928.79,INR,FAILED,Netbanking
TXN2025001262,26/10/2025 03:32:33,Myntra,Shopping,16385.0,INR,SUCCESS,UPI
TXN2025001263,2026-02-19T11:36:27Z,Policybazaar,Insurance,5215.0,INR,SUCCESS,Credit Card
TXN2025001264,2025-08-26,Uber,Travel,6101.0,INR,PENDING,Debit Card
TXN2025001265,2026-01-11,PharmEasy,Health,2532.0,INR,SUCCESS,Credit Card
TXN2025001266,2026-02-10,Indian Oil,Fuel,2780.0,INR,SUCCESS,UPI
TXN2025001267,2025-10-18T05:35:44Z,HP Petrol,Fuel,1367.0,INR,SUCCESS,UPI
TXN2025001268,12/01/2026 19:26:25,LIC Premium,Insurance,5299.0,INR,SUCCESS,Netbanking
TXN2025001269,2026-03-19T08:12:52Z,Spotify,Entertainment,1790.0,INR,FAILED,Credit Card
TXN2025001270,2026-01-16T11:40:00Z,Netflix,Entertainment,2456.04,INR,SUCCESS,Netbanking
TXN2025001271,2025-12-28T17:01:06Z,Myntra,,13788.0,INR,SUCCESS,Credit Card
TXN2025001272,02/02/2026 08:50:51,ACT Fibernet,,2715.5,INR,SUCCESS,UPI
TXN2025001273,2025-10-19T03:27:00+05:30,Amazon,Shopping,6141.0,INR,SUCCESS,Debit Card
TXN2025001274,2026-01-31T21:22:13Z,Unacademy,Education,53713.64,INR,PENDING,Debit Card
TXN2025001275,2026-05-23T15:13:52+05:30,Jio,Utilities,822.0,INR,SUCCESS,Debit Card
TXN2025001276,2026-03-18T18:53:02Z,Uber,Travel,312.52,INR,SUCCESS,Netbanking
TXN2025001277,2025-08-16T01:41:27Z,Airtel,Utilities,1924.79,INR,SUCCESS,Netbanking
TXN2025001278,2026-04-14T17:08:54Z,Hotstar,Entertainment,1783.03,INR,SUCCESS,UPI
TXN2025001279,2026-02-16T19:56:12Z,Spotify,Entertainment,2441.0,INR,SUCCESS,UPI
TXN2025001280,2025-10-17,MakeMyTrip,Travel,7575.36,INR,SUCCESS,Debit Card
TXN2025001281,2025-12-03T04:57:55Z,Policybazaar,Insurance,31895.47,INR,SUCCESS,Netbanking
TXN2025001282,2026-01-05T04:10:24+05:30,Coursera,Education,33570.54,INR,SUCCESS,Debit Card
TXN2025001283,2025-10-06T08:35:55+05:30,Nykaa,Shopping,13905.0,INR,SUCCESS,Netbanking
TXN2025001284,2025-08-08,MakeMyTrip,Travel,5729.0,INR,SUCCESS,UPI
TXN2025001285,2025-09-08T07:47:34Z,McDonald's,Food & Dining,508.0,INR,SUCCESS,Debit Card
TXN2025001286,2026-04-21T23:48:41Z,Nykaa,Shopping,5693.58,INR,SUCCESS,Netbanking
TXN2025001287,2026-01-07T09:27:52+05:30,Tata Power,Utilities,866.37,INR,FAILED,Debit Card
TXN2025001288,2026-01-29T01:22:04Z,Shell,Fuel,1874.46,INR,SUCCESS,UPI
TXN2025001289,2025-12-22T13:52:50Z,Jio,Utilities,3104.0,INR,SUCCESS,Netbanking
TXN2025001290,1769986829000,Airtel,Utilities,1716.0,INR,SUCCESS,Debit Card
TXN2025001291,30/10/2025 08:20:06,BYJU'S,Education,9862.95,INR,SUCCESS,Netbanking
TXN2025001292,1767768451000,ACT Fibernet,Utilities,2721.24,INR,SUCCESS,Netbanking
TXN2025001293,2025-07-22T10:00:27Z,BSES,Utilities,2055.0,INR,PENDING,Debit Card
TXN2025001294,2026-03-20T11:49:23Z,ACT Fibernet,Utilities,2150.45,INR,SUCCESS,Debit Card
TXN2025001295,2025-08-19T13:23:33Z,DMart,Groceries,650.12,INR,SUCCESS,Debit Card
TXN2025001296,2026-02-28T13:20:53Z,HDFC Ergo,Insurance,23982.73,INR,SUCCESS,Netbanking
TXN2025001297,2025-12-07T17:57:43Z,Flipkart,Shopping,7906.82,INR,SUCCESS,UPI
TXN2025001298,1761780522000,Coursera,Education,14187.0,INR,SUCCESS,UPI
TXN2025001299,2025-11-08T21:06:23Z,upGrad,Education,4536.0,INR,SUCCESS,UPI
TXN2025001300,2026-06-01T01:40:40Z,Shell,Fuel,1804.47,INR,SUCCESS,Netbanking
TXN2025001301,2025-07-09T09:45:31Z,BigBasket,Groceries,416.29,INR,SUCCESS,Netbanking
TXN2025001302,2026-05-10T22:08:58+05:30,Apollo Pharmacy,Health,2823.56,INR,SUCCESS,UPI
TXN2025001303,2026-01-12,upGrad,Education,37455.0,INR,SUCCESS,Debit Card
TXN2025001304,2025-12-17T02:13:54Z,Croma,Shopping,11201.71,INR,PENDING,Netbanking
TXN2025001305,2026-05-23T08:54:49+05:30,Cult.fit,Health,5954.24,INR,FAILED,Credit Card
TXN2025001306,2026-02-08T12:06:01Z,Blinkit,Groceries,1811.0,INR,SUCCESS,Credit Card
TXN2025001307,2026-05-24T20:23:31+05:30,Practo,,5238.0,INR,SUCCESS,UPI
TXN2025001308,2026-05-08T03:35:30+05:30,PharmEasy,Health,2457.0,INR,SUCCESS,Netbanking
TXN2025001309,2026-03-10T19:15:47Z,Jio,Utilities,892.14,INR,SUCCESS,Debit Card
TXN2025001310,2025-12-08T16:11:19Z,Jio,Utilities,2389.0,INR,SUCCESS,Debit Card
TXN2025001311,2026-01-29T10:09:08Z,Practo,Health,3680.28,INR,SUCCESS,UPI
TXN2025001312,2026-02-10T00:34:09+05:30,Cult.fit,Health,4967.82,INR,PENDING,Credit Card
TXN2025001313,2025-12-29T06:00:28Z,Coursera,Education,52954.28,INR,SUCCESS,Netbanking
TXN2025001314,2025-09-16T16:40:30Z,Apollo Pharmacy,Health,5127.0,INR,SUCCESS,Netbanking
TXN2025001315,2026-04-24T01:45:27Z,Nykaa,Shopping,4592.6,INR,SUCCESS,Netbanking
TXN2025001316,1753470029000,YouTube Premium,Entertainment,898.15,INR,SUCCESS,Credit Card
TXN2025001317,2025-09-01T03:15:15Z,YouTube Premium,Entertainment,776.0,INR,SUCCESS,Credit Card
TXN2025001318,2025-07-11T12:43:17Z,Hotstar,Entertainment,709.0,INR,SUCCESS,Debit Card
TXN2025001319,1765468812000,Tata Power,Utilities,1801.76,INR,SUCCESS,UPI
TXN2025001320,2025-10-09T02:55:59Z,Ola,Travel,1602.0,INR,FAILED,Credit Card
TXN2025001321,2026-01-05T10:52:31Z,Udemy,Education,47035.99,INR,SUCCESS,UPI
TXN2025001322,2025-07-25T11:07:27Z,Amazon,Shopping,5890.0,INR,SUCCESS,Debit Card
TXN2025001323,02/07/2026 06:54:29,Coursera,,36500.0,INR,SUCCESS,Credit Card
TXN2025001324,2026-06-28T02:05:19Z,IndiGo,Travel,1185.0,INR,SUCCESS,Debit Card
TXN2025001325,2025-08-17,ACT Fibernet,Utilities,3119.0,INR,SUCCESS,Debit Card
TXN2025001326,2026-05-09,JioMart,Groceries,5044.3,INR,SUCCESS,Credit Card
TXN2025001327,2025-09-21T22:08:13Z,Jio,Utilities,919.0,INR,SUCCESS,Netbanking
TXN2025001328,2026-01-07T10:28:23+05:30,YouTube Premium,Entertainment,746.87,INR,SUCCESS,Debit Card
TXN2025001329,2025-12-12T13:55:41+05:30,upGrad,Education,52230.0,INR,SUCCESS,Credit Card
TXN2025001330,2025-11-18T23:23:12+05:30,BigBasket,Groceries,5312.77,INR,SUCCESS,Debit Card
TXN2025001331,2026-02-21T01:06:09Z,Zepto,Groceries,420.12,INR,SUCCESS,UPI
TXN2025001332,2025-10-07T05:58:17+05:30,upGrad,Education,-50542.61,INR,SUCCESS,Netbanking
TXN2025001333,16/06/2026 18:02:03,Zepto,Groceries,3942.01,INR,SUCCESS,UPI
TXN2025001334,2025-11-28T15:18:44Z,Shell,Fuel,3967.81,INR,SUCCESS,Netbanking
TXN2025001335,2026-04-20T15:09:22Z,Rapido,Travel,2847.82,INR,SUCCESS,Debit Card
TXN2025001336,1766033423000,IRCTC,Travel,7762.0,INR,SUCCESS,Debit Card
TXN2025001337,2026-06-02T06:20:56Z,Udemy,Education,22939.0,INR,SUCCESS,Netbanking
TXN2025001338,07/11/2025 05:11:44,BSES,Utilities,2631.91,INR,SUCCESS,Netbanking
